account_name,pe_firm_count,pe_firms,pe_firm_ids,any_multi_sector_sponsor,sources,company_url,wikipedia_url
Ancestry,3,Permira | Silver Lake | Spectrum Equity,permira|silver-lake|spectrum-equity,yes,official_site,https://www.silverlake.com/portfolio/ancestry/,
Barracuda Networks,3,Francisco Partners | KKR | Thoma Bravo,francisco-partners|kkr|thoma-bravo,yes,official_site|wikipedia,https://www.franciscopartners.com/investments/barracuda-networks,https://en.wikipedia.org/wiki/Barracuda_Networks
Enverus,3,Accel-KKR | Genstar Capital | Hellman & Friedman,accel-kkr|genstar-capital|hellman-friedman,yes,official_site,https://hf.com/portfolio/enverus/,
GoodRx,3,Francisco Partners | Silver Lake | Spectrum Equity,francisco-partners|silver-lake|spectrum-equity,no,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/goodrx/,https://en.wikipedia.org/wiki/GoodRx
Internet Brands,3,Hellman & Friedman | KKR | Warburg Pincus,hellman-friedman|kkr|warburg-pincus,yes,official_site|wikipedia,https://hf.com/portfolio/internet-brands-inc/,https://en.wikipedia.org/wiki/Internet_Brands
Metropolis Healthcare,3,Carlyle | KKR | Warburg Pincus,carlyle|kkr|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Metropolis_Healthcare,https://en.wikipedia.org/wiki/Metropolis_Healthcare
Nasdaq,3,Hellman & Friedman | Silver Lake | Thoma Bravo,hellman-friedman|silver-lake|thoma-bravo,no,geig_article|official_site,https://www.silverlake.com/portfolio/nasdaq/,
Norstella,3,"Hg | Warburg Pincus | Welsh, Carson, Anderson & Stowe",hg|warburg-pincus|wcas,yes,official_site,https://warburgpincus.com/investments/norstella/,
TDC Holding A/S,3,Blackstone | KKR | Permira,blackstone|kkr|permira,yes,wikipedia,https://en.wikipedia.org/wiki/TDC_Holding_A/S,https://en.wikipedia.org/wiki/TDC_Holding_A/S
TeamSystem,3,Hellman & Friedman | Hg | Silver Lake,hellman-friedman|hg|silver-lake,no,official_site,https://www.silverlake.com/portfolio/teamsystem/,
7 Days Inn,2,Carlyle | Warburg Pincus,carlyle|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/7_Days_Inn,https://en.wikipedia.org/wiki/7_Days_Inn
AA,2,Permira | Warburg Pincus,permira|warburg-pincus,yes,official_site|wikipedia,https://warburgpincus.com/investments/aa/,https://en.wikipedia.org/wiki/The_AA
Abrigo,2,Accel-KKR | Carlyle,accel-kkr|carlyle,yes,geig_article|official_site,,
Accruent,2,Genstar Capital | Vista Equity Partners,genstar-capital|vista-equity,yes,official_site,https://www.vistaequitypartners.com/company/accruent/,
Acumatica,2,Accel-KKR | Vista Equity Partners,accel-kkr|vista-equity,no,official_site|wikipedia,https://www.vistaequitypartners.com/company/acumatica/,https://en.wikipedia.org/wiki/Acumatica
Aderant,2,Francisco Partners | Vista Equity Partners,francisco-partners|vista-equity,no,official_site,https://www.franciscopartners.com/investments/aderant,
Ancestry.com,2,Blackstone | Permira,blackstone|permira,yes,wikipedia,https://en.wikipedia.org/wiki/Ancestry.com,https://en.wikipedia.org/wiki/Ancestry.com
Ant Group,2,Silver Lake | Warburg Pincus,silver-lake|warburg-pincus,yes,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/ant-group/,https://en.wikipedia.org/wiki/Ant_Group
Applied Systems,2,Hellman & Friedman | Vista Equity Partners,hellman-friedman|vista-equity,no,official_site,https://hf.com/portfolio/applied-systems-inc/,
Asurion,2,"Providence Equity Partners | Welsh, Carson, Anderson & Stowe",providence-equity|wcas,yes,official_site|wikipedia,https://en.wikipedia.org/wiki/Asurion,https://en.wikipedia.org/wiki/Asurion
Avalara,2,Vista Equity Partners | Warburg Pincus,vista-equity|warburg-pincus,yes,geig_article|official_site,https://www.vistaequitypartners.com/company/avalara/,
Axiom,2,Hg | Permira,hg|permira,yes,official_site,,
BetterCloud,2,Vista Equity Partners | Warburg Pincus,vista-equity|warburg-pincus,yes,official_site|wikipedia,https://www.vistaequitypartners.com/company/bettercloud/,https://en.wikipedia.org/wiki/BetterCloud
Blue Coat,2,Francisco Partners | Thoma Bravo,francisco-partners|thoma-bravo,no,official_site,https://www.franciscopartners.com/investments/blue-coat,
Bountiful,2,Carlyle | KKR,carlyle|kkr,yes,wikipedia,https://en.wikipedia.org/wiki/The_Bountiful_Company,https://en.wikipedia.org/wiki/The_Bountiful_Company
Bullhorn,2,Genstar Capital | Vista Equity Partners,genstar-capital|vista-equity,yes,official_site|wikipedia,https://www.vistaequitypartners.com/company/bullhorn/,https://en.wikipedia.org/wiki/Bullhorn%2C_Inc.
Carta,2,Permira | Silver Lake,permira|silver-lake,yes,official_site,https://www.silverlake.com/portfolio/carta/,
Casema,2,Carlyle | Warburg Pincus,carlyle|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Casema,https://en.wikipedia.org/wiki/Casema
Cerity Partners,2,Genstar Capital | Warburg Pincus,genstar-capital|warburg-pincus,yes,official_site,https://warburgpincus.com/investments/cerity-partners/,
Change Healthcare,2,Blackstone | Hellman & Friedman,blackstone|hellman-friedman,yes,official_site|wikipedia,https://hf.com/portfolio/change-healthcare/,https://en.wikipedia.org/wiki/Change_Healthcare
Clearwater Analytics,2,"Warburg Pincus | Welsh, Carson, Anderson & Stowe",warburg-pincus|wcas,yes,official_site,https://warburgpincus.com/investments/clearwater-analytics/,
Com Hem,2,Carlyle | Providence Equity Partners,carlyle|providence-equity,yes,wikipedia,https://en.wikipedia.org/wiki/Com_Hem,https://en.wikipedia.org/wiki/Com_Hem
Cvent,2,Blackstone | Vista Equity Partners,blackstone|vista-equity,yes,geig_article|official_site|wikipedia,https://www.vistaequitypartners.com/company/cvent/,https://en.wikipedia.org/wiki/Cvent
Eagleview,2,Spectrum Equity | Vista Equity Partners,spectrum-equity|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/eagleview/,
Edelman Financial Engines,2,Hellman & Friedman | Warburg Pincus,hellman-friedman|warburg-pincus,yes,official_site,https://hf.com/portfolio/edelman-financial-engines/,
Ellucian,2,Hellman & Friedman | Vista Equity Partners,hellman-friedman|vista-equity,no,official_site,https://hf.com/portfolio/ellucian-inc/,
ESO,2,Accel-KKR | Vista Equity Partners,accel-kkr|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/eso-solutions/,
Evelyn Partners,2,Permira | Warburg Pincus,permira|warburg-pincus,yes,official_site|wikipedia,https://warburgpincus.com/investments/evelyn-partners/,https://en.wikipedia.org/wiki/Evelyn_Partners
Fiserv,2,"KKR | Welsh, Carson, Anderson & Stowe",kkr|wcas,yes,official_site|wikipedia,https://en.wikipedia.org/wiki/Fiserv,https://en.wikipedia.org/wiki/Fiserv
Forcepoint,2,Francisco Partners | Vista Equity Partners,francisco-partners|vista-equity,no,official_site|wikipedia,https://www.franciscopartners.com/investments/forcepoint,https://en.wikipedia.org/wiki/Forcepoint
Genesys,2,Hellman & Friedman | Permira,hellman-friedman|permira,yes,geig_article|official_site,https://hf.com/portfolio/genesys/,
GoDaddy,2,KKR | Silver Lake,kkr|silver-lake,yes,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/godaddy/,https://en.wikipedia.org/wiki/GoDaddy
Gojek,2,KKR | Warburg Pincus,kkr|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Gojek,https://en.wikipedia.org/wiki/Gojek
Golden Goose (company),2,Carlyle | Permira,carlyle|permira,yes,wikipedia,https://en.wikipedia.org/wiki/Golden_Goose_%28company%29,https://en.wikipedia.org/wiki/Golden_Goose_%28company%29
Iconectiv,2,Francisco Partners | Warburg Pincus,francisco-partners|warburg-pincus,yes,official_site|wikipedia,https://www.franciscopartners.com/investments/iconectiv,https://en.wikipedia.org/wiki/Iconectiv
Infinite Electronics,2,Genstar Capital | Warburg Pincus,genstar-capital|warburg-pincus,yes,official_site,https://warburgpincus.com/investments/infinite-electronics/,
Infoblox,2,Vista Equity Partners | Warburg Pincus,vista-equity|warburg-pincus,yes,geig_article|official_site|wikipedia,https://www.vistaequitypartners.com/company/infoblox/,https://en.wikipedia.org/wiki/Infoblox
Inmarsat,2,Permira | Warburg Pincus,permira|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Inmarsat,https://en.wikipedia.org/wiki/Inmarsat
insightsoftware,2,Genstar Capital | Hg,genstar-capital|hg,yes,official_site,,
Instructure,2,KKR | Thoma Bravo,kkr|thoma-bravo,yes,official_site|wikipedia,https://en.wikipedia.org/wiki/Instructure,https://en.wikipedia.org/wiki/Instructure
Interactive Data Corporation,2,Silver Lake | Warburg Pincus,silver-lake|warburg-pincus,yes,official_site|wikipedia,https://www.silverlake.com/portfolio/interactive-data-corporation/,https://en.wikipedia.org/wiki/Interactive_Data_Corporation
JAGEX,2,Carlyle | Spectrum Equity,carlyle|spectrum-equity,yes,official_site|wikipedia,https://en.wikipedia.org/wiki/Jagex,https://en.wikipedia.org/wiki/Jagex
Jaggaer,2,Accel-KKR | Vista Equity Partners,accel-kkr|vista-equity,no,official_site|wikipedia,https://www.vistaequitypartners.com/company/jaggaer/,https://en.wikipedia.org/wiki/Jaggaer
Jamf,2,Francisco Partners | Vista Equity Partners,francisco-partners|vista-equity,no,official_site,https://www.franciscopartners.com/investments/jamf,
Jio Platforms,2,KKR | Silver Lake,kkr|silver-lake,yes,official_site|wikipedia,https://www.silverlake.com/portfolio/jio-platforms-2/,https://en.wikipedia.org/wiki/Jio_Platforms
Klarna,2,Silver Lake | Vista Equity Partners,silver-lake|vista-equity,no,official_site,https://www.silverlake.com/portfolio/klarna/,
Kosmos Energy,2,Blackstone | Warburg Pincus,blackstone|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Kosmos_Energy,https://en.wikipedia.org/wiki/Kosmos_Energy
Kroll,2,Carlyle | Permira,carlyle|permira,yes,wikipedia,https://en.wikipedia.org/wiki/Kroll_Inc.,https://en.wikipedia.org/wiki/Kroll_Inc.
Legalzoom,2,Francisco Partners | Permira,francisco-partners|permira,yes,official_site|wikipedia,https://www.franciscopartners.com/investments/legalzoom,https://en.wikipedia.org/wiki/LegalZoom
Lucid,2,Spectrum Equity | Vista Equity Partners,spectrum-equity|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/lucid/,
Max Healthcare,2,KKR | Warburg Pincus,kkr|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Max_Healthcare,https://en.wikipedia.org/wiki/Max_Healthcare
McAfee,2,Permira | Thoma Bravo,permira|thoma-bravo,yes,geig_article|official_site|wikipedia,https://en.wikipedia.org/wiki/McAfee,https://en.wikipedia.org/wiki/McAfee
Mehiläinen,2,Hellman & Friedman | KKR,hellman-friedman|kkr,yes,official_site|wikipedia,https://hf.com/portfolio/mehilainen/,https://en.wikipedia.org/wiki/Mehil%C3%A4inen
Mitratech,2,Hg | Vista Equity Partners,hg|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/mitratech/,
Model N,2,Accel-KKR | Vista Equity Partners,accel-kkr|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/model-n/,
Morningstar DBRS,2,Carlyle | Warburg Pincus,carlyle|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Morningstar_DBRS,https://en.wikipedia.org/wiki/Morningstar_DBRS
N-Able,2,Silver Lake | Thoma Bravo,silver-lake|thoma-bravo,no,official_site,https://www.silverlake.com/portfolio/n-able/,
NXP Semiconductors,2,KKR | Silver Lake,kkr|silver-lake,yes,wikipedia,https://en.wikipedia.org/wiki/NXP_Semiconductors,https://en.wikipedia.org/wiki/NXP_Semiconductors
Oeconnection,2,Francisco Partners | Genstar Capital,francisco-partners|genstar-capital,yes,official_site,https://www.franciscopartners.com/investments/oeconnection,
Opera Solutions,2,Accel-KKR | Silver Lake,accel-kkr|silver-lake,no,official_site,https://www.silverlake.com/portfolio/opera-solutions/,
PanAmSat,2,Carlyle | KKR,carlyle|kkr,yes,wikipedia,https://en.wikipedia.org/wiki/PanAmSat,https://en.wikipedia.org/wiki/PanAmSat
Paysafe,2,Blackstone | Francisco Partners,blackstone|francisco-partners,yes,official_site|wikipedia,https://www.franciscopartners.com/investments/paysafe,https://en.wikipedia.org/wiki/Paysafe
Personetics,2,Thoma Bravo | Warburg Pincus,thoma-bravo|warburg-pincus,yes,official_site,https://warburgpincus.com/investments/personetics/,
Ping Identity,2,Thoma Bravo | Vista Equity Partners,thoma-bravo|vista-equity,no,official_site|wikipedia,https://www.vistaequitypartners.com/company/ping-identity/,https://en.wikipedia.org/wiki/Ping_Identity
PortAventura Park,2,Blackstone | KKR,blackstone|kkr,yes,wikipedia,https://en.wikipedia.org/wiki/PortAventura_Park,https://en.wikipedia.org/wiki/PortAventura_Park
ProSieben,2,KKR | Permira,kkr|permira,yes,wikipedia,https://en.wikipedia.org/wiki/ProSieben,https://en.wikipedia.org/wiki/ProSieben
ProSiebenSat.1 Media,2,KKR | Permira,kkr|permira,yes,wikipedia,https://en.wikipedia.org/wiki/ProSiebenSat.1_Media,https://en.wikipedia.org/wiki/ProSiebenSat.1_Media
Quickbase,2,"Vista Equity Partners | Welsh, Carson, Anderson & Stowe",vista-equity|wcas,yes,official_site|wikipedia,https://www.vistaequitypartners.com/company/quick-base/,https://en.wikipedia.org/wiki/Quickbase
Quorum Software,2,Francisco Partners | Silver Lake,francisco-partners|silver-lake,no,official_site,https://www.silverlake.com/portfolio/quorum-software/,
Reliance Retail,2,KKR | Silver Lake,kkr|silver-lake,yes,official_site|wikipedia,https://www.silverlake.com/portfolio/reliance-retail/,https://en.wikipedia.org/wiki/Reliance_Retail
Renaissance Learning,2,Hellman & Friedman | Permira,hellman-friedman|permira,yes,official_site|wikipedia,https://hf.com/portfolio/renaissance-learning-inc/,https://en.wikipedia.org/wiki/Renaissance_Learning
SBS Broadcasting Group,2,KKR | Permira,kkr|permira,yes,wikipedia,https://en.wikipedia.org/wiki/SBS_Broadcasting_Group,https://en.wikipedia.org/wiki/SBS_Broadcasting_Group
Service King Collision Repair,2,Blackstone | Carlyle,blackstone|carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Service_King_Collision_Repair,https://en.wikipedia.org/wiki/Service_King_Collision_Repair
Siemens Digital Industries Software,2,Silver Lake | Warburg Pincus,silver-lake|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Siemens_Digital_Industries_Software,https://en.wikipedia.org/wiki/Siemens_Digital_Industries_Software
Smartbear,2,Francisco Partners | Vista Equity Partners,francisco-partners|vista-equity,no,official_site,https://www.franciscopartners.com/investments/smartbear,
Smartsheet,2,Blackstone | Vista Equity Partners,blackstone|vista-equity,yes,official_site|wikipedia,https://www.vistaequitypartners.com/company/smartsheet/,https://en.wikipedia.org/wiki/Smartsheet_Inc.
SMCP Group,2,Carlyle | KKR,carlyle|kkr,yes,wikipedia,https://en.wikipedia.org/wiki/SMCP_Group,https://en.wikipedia.org/wiki/SMCP_Group
SolarWinds,2,Silver Lake | Thoma Bravo,silver-lake|thoma-bravo,no,geig_article|official_site,https://www.silverlake.com/portfolio/solarwinds/,
Sonicwall,2,Francisco Partners | Thoma Bravo,francisco-partners|thoma-bravo,no,official_site,https://www.franciscopartners.com/investments/sonicwall,
Splunk,2,Hellman & Friedman | Silver Lake,hellman-friedman|silver-lake,no,official_site,https://www.silverlake.com/portfolio/splunk-2/,
Sundyne,2,Carlyle | Warburg Pincus,carlyle|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Sundyne,https://en.wikipedia.org/wiki/Sundyne
SunGard,2,KKR | Silver Lake,kkr|silver-lake,yes,official_site|wikipedia,https://www.silverlake.com/portfolio/sungard/,https://en.wikipedia.org/wiki/SunGard
Talend,2,Silver Lake | Thoma Bravo,silver-lake|thoma-bravo,no,official_site,https://www.silverlake.com/portfolio/talend/,
Talpa TV,2,KKR | Permira,kkr|permira,yes,wikipedia,https://en.wikipedia.org/wiki/Talpa_TV,https://en.wikipedia.org/wiki/Talpa_TV
Telestream,2,Genstar Capital | Thoma Bravo,genstar-capital|thoma-bravo,yes,official_site,,
Tenstreet,2,Providence Equity Partners | Spectrum Equity,providence-equity|spectrum-equity,yes,geig_article|official_site,,
Tilney,2,Permira | Warburg Pincus,permira|warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Tilney_Ltd.,https://en.wikipedia.org/wiki/Tilney_Ltd.
TransFirst,2,"Vista Equity Partners | Welsh, Carson, Anderson & Stowe",vista-equity|wcas,yes,official_site,https://www.vistaequitypartners.com/company/transfirst/,
TravelClick,2,Genstar Capital | Thoma Bravo,genstar-capital|thoma-bravo,yes,official_site,,
Trintech,2,Spectrum Equity | Vista Equity Partners,spectrum-equity|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/trintech/,
TrueCommerce,2,"Accel-KKR | Welsh, Carson, Anderson & Stowe",accel-kkr|wcas,yes,official_site,,
Varicent,2,Spectrum Equity | Warburg Pincus,spectrum-equity|warburg-pincus,yes,official_site,https://warburgpincus.com/investments/varicent/,
Vendavo,2,Accel-KKR | Francisco Partners,accel-kkr|francisco-partners,no,official_site,https://www.franciscopartners.com/investments/vendavo,
Vertafore,2,Hellman & Friedman | Vista Equity Partners,hellman-friedman|vista-equity,no,official_site,https://hf.com/portfolio/vertafore-inc/,
Visma,2,Hg | KKR,hg|kkr,yes,official_site|wikipedia,https://en.wikipedia.org/wiki/Visma,https://en.wikipedia.org/wiki/Visma
WME Group,2,KKR | Silver Lake,kkr|silver-lake,yes,wikipedia,https://en.wikipedia.org/wiki/WME_Group,https://en.wikipedia.org/wiki/WME_Group
WorkTango,2,Accel-KKR | Vista Equity Partners,accel-kkr|vista-equity,no,official_site,https://www.vistaequitypartners.com/company/worktango/,
Zego,2,Francisco Partners | Vista Equity Partners,francisco-partners|vista-equity,no,official_site,https://www.franciscopartners.com/investments/zego,
Zendesk,2,Hellman & Friedman | Permira,hellman-friedman|permira,yes,official_site|wikipedia,https://hf.com/portfolio/zendesk/,https://en.wikipedia.org/wiki/Zendesk
2-10 Home Buyers Warranty,1,Genstar Capital,genstar-capital,yes,official_site,,
2checkout Avangate,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/2checkout-avangate,
365 Retail Markets,1,Providence Equity Partners,providence-equity,yes,official_site,,
4human,1,Accel-KKR,accel-kkr,no,official_site,,
58 COM,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/58-com/,
8am,1,Genstar Capital,genstar-capital,yes,official_site,,
8x8,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/8x8,
A Cloud Guru,1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/A_Cloud_Guru,https://en.wikipedia.org/wiki/A_Cloud_Guru
A Place for Mom,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/a-place-for-mom/,
A Twosome Place,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/A_Twosome_Place,https://en.wikipedia.org/wiki/A_Twosome_Place
A-League Men,1,Silver Lake,silver-lake,no,wikipedia,https://en.wikipedia.org/wiki/A-League_Men,https://en.wikipedia.org/wiki/A-League_Men
A-League Women,1,Silver Lake,silver-lake,no,wikipedia,https://en.wikipedia.org/wiki/A-League_Women,https://en.wikipedia.org/wiki/A-League_Women
A-LIGN,1,Hg,hg,no,official_site,,
A-Plan Group,1,Hg,hg,no,official_site,,
A2MAC1,1,Providence Equity Partners,providence-equity,yes,official_site,,
ABC Fitness Solutions,1,Thoma Bravo,thoma-bravo,no,official_site,,
Abila,1,Accel-KKR,accel-kkr,no,official_site,,
Abingworth (company),1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Abingworth_%28company%29,https://en.wikipedia.org/wiki/Abingworth_%28company%29
ABRA Auto Body & Glass,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/abra/,
Abracon,1,Genstar Capital,genstar-capital,yes,official_site,,
ABS,1,Permira,permira,yes,official_site,,
Absorb,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Abzena,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
ACA Group,1,Genstar Capital,genstar-capital,yes,official_site,,
Academy Sports + Outdoors,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Academy_Sports_%2B_Outdoors,https://en.wikipedia.org/wiki/Academy_Sports_%2B_Outdoors
Accela,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/accela,
Accelerate Learning,1,Providence Equity Partners,providence-equity,yes,official_site,,
Accell,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Accell,https://en.wikipedia.org/wiki/Accell
Accelya,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/accelya/,
Accertify,1,Accel-KKR,accel-kkr,no,official_site,,
Access Group,1,Hg,hg,no,official_site,,
AccessPay,1,Accel-KKR,accel-kkr,no,official_site,,
Acciona Energía,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Acciona_Energ%C3%ADa,https://en.wikipedia.org/wiki/Acciona_Energ%C3%ADa
Acclime,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/acclime/,
Achievers,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/achievers/,
Achilles,1,Hg,hg,no,official_site,,
Aconex,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/aconex,
Acoustic,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/acoustic,
Acquia,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/acquia/,
Acrisure,1,Genstar Capital,genstar-capital,yes,official_site,,
Acromas Holdings,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/Acromas_Holdings,https://en.wikipedia.org/wiki/Acromas_Holdings
Action,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/action/,
Activant Solutions,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/activant/,
ACTIVE Network,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/active-network/,
Acuity Analytics,1,Permira,permira,yes,official_site,,
Addepar,1,Vitruvian Partners,vitruvian,no,public_reports,,https://en.wikipedia.org/wiki/Vitruvian_Partners
Addison Lee,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Addison_Lee,https://en.wikipedia.org/wiki/Addison_Lee
Addison Software,1,Hg,hg,no,official_site,,
Adenza,1,Thoma Bravo,thoma-bravo,no,official_site,,
Adevinta,1,Permira,permira,yes,official_site,,
Advance Intelligence Group,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/advance-intelligence-group/,
Advanced Computer Software,1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/Advanced_Computer_Software,https://en.wikipedia.org/wiki/Advanced_Computer_Software
Advancedmd,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/advancedmd,
Advanstar Communications,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/advanstar-communications/,
Advarra,1,Genstar Capital,genstar-capital,yes,official_site,,
Advicent Solutions,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/advicent-solutions/,
Aeries Software,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/aeries-software,
Aesynt,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/aesynt,
Afiona,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/afiona/,
Africa Specialty Risks,1,Vitruvian Partners,vitruvian,no,public_reports,,https://en.wikipedia.org/wiki/Vitruvian_Partners
AGDATA,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/agdata/,
Agilence,1,Accel-KKR,accel-kkr,no,official_site,,
Agilox,1,Carlyle,carlyle,yes,geig_article,,
AGS Airports,1,Blackstone,blackstone,yes,wikipedia,https://en.wikipedia.org/wiki/AGS_Airports,https://en.wikipedia.org/wiki/AGS_Airports
AGV (helmet manufacturer),1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/AGV_%28helmet_manufacturer%29,https://en.wikipedia.org/wiki/AGV_%28helmet_manufacturer%29
AIA Contract Documents,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Airbnb,1,Silver Lake,silver-lake,no,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/airbnb-2/,https://en.wikipedia.org/wiki/Airbnb
Airship,1,Accel-KKR,accel-kkr,no,official_site,,
Airtable,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/airtable/,
Airties,1,Providence Equity Partners,providence-equity,yes,official_site,,
Aisera,1,Thoma Bravo,thoma-bravo,no,official_site,,
Akqa,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/akqa,
AKUVO,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/akuvo/,
Alation,1,Thoma Bravo,thoma-bravo,no,official_site,,
Alchemy,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/alchemy/,
Alegeus,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/alegeus/,
Alera Group,1,Genstar Capital,genstar-capital,yes,official_site,,
Alert Logic,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
AlertMedia,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/alertmedia/,
Alias,1,Accel-KKR,accel-kkr,no,official_site,,
Alibaba Group,1,Silver Lake,silver-lake,no,official_site|wikipedia,https://www.silverlake.com/portfolio/alibaba-group/,https://en.wikipedia.org/wiki/Alibaba_Group
"AlixPartners, LLP",1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/alixpartners-llp/,
All Trails,1,Spectrum Equity,spectrum-equity,no,official_site,,
All3Media,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/All3Media,https://en.wikipedia.org/wiki/All3Media
Allegro Group,1,Permira,permira,yes,official_site,,
Allfunds S.A.,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/allfunds/,
Alliance Boots,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Alliance_Boots,https://en.wikipedia.org/wiki/Alliance_Boots
Alliance Data,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Allied Universal,1,Warburg Pincus,warburg-pincus,yes,official_site|wikipedia,https://warburgpincus.com/investments/allied-universal/,https://en.wikipedia.org/wiki/Allied_Universal
Allison Transmission,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Allison_Transmission,https://en.wikipedia.org/wiki/Allison_Transmission
Allocate,1,Hg,hg,no,official_site,,
Allocate Software,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/allocate-software/,
AllTrails,1,Permira,permira,yes,official_site,,
Allvue Systems,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/allvue-systems/,
Allyes,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/allyes/,
Alma,1,Thoma Bravo,thoma-bravo,no,official_site,,
Alper,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/alper/,
AlphaSense,1,Vitruvian Partners,vitruvian,no,public_reports,,https://en.wikipedia.org/wiki/Vitruvian_Partners
Alphatax,1,Providence Equity Partners,providence-equity,yes,official_site,,
AltamarCAM,1,Permira,permira,yes,official_site,,
