account_name,pe_firm_count,pe_firms,pe_firm_ids,any_multi_sector_sponsor,sources,company_url,wikipedia_url
Captify,1,Accel-KKR,accel-kkr,no,official_site,,
Carbon,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/carbon/,
Cardenas (supermarket),1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Cardenas_%28supermarket%29,https://en.wikipedia.org/wiki/Cardenas_%28supermarket%29
Cargomatic,1,Warburg Pincus,warburg-pincus,yes,official_site|wikipedia,https://warburgpincus.com/investments/cargomatic/,https://en.wikipedia.org/wiki/Cargomatic
Caris Life Sciences,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/caris-life-sciences/,
CarProof Corporation,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/carproof-corporation/,
CarsDirect,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/CarsDirect,https://en.wikipedia.org/wiki/CarsDirect
CarTrade.com,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/CarTrade.com,https://en.wikipedia.org/wiki/CarTrade.com
Caruna,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Caruna,https://en.wikipedia.org/wiki/Caruna
Casago,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/vacasa/,
Casepoint,1,Thoma Bravo,thoma-bravo,no,official_site,,
Caseware,1,Hg,hg,no,official_site,,
Cast & Crew,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/cast-crew/,
Catalent Pharma Solutions,1,Genstar Capital,genstar-capital,yes,official_site,,
Catalina Marketing Corporation,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/catalina-marketing-corporation/,
Catawiki,1,Permira,permira,yes,official_site,,
Caterair,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Caterair,https://en.wikipedia.org/wiki/Caterair
Cato Networks,1,Vitruvian Partners,vitruvian,no,public_reports,,https://en.wikipedia.org/wiki/Vitruvian_Partners
CBX Solutions,1,Platinum Equity,platinum-equity,yes,official_site,,
Cdata,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/cdata/,
CDW,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/cdw/,
Cegid,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/cegid/,
Celonis,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/celonis/,
Cendyn,1,Accel-KKR,accel-kkr,no,official_site,,
Centerfield,1,Platinum Equity,platinum-equity,yes,official_site,,
Centerplate,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Centerplate,https://en.wikipedia.org/wiki/Centerplate
CenterWell Senior Primary Care,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
CentralSquare Technologies,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/centralsquare/,
Ceres,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Ceres%2C_Inc.,https://en.wikipedia.org/wiki/Ceres%2C_Inc.
Ceridian,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Certified Group,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/certified-group/,
Cetera Financial Group,1,Genstar Capital,genstar-capital,yes,official_site,,
Chaotic Moon Studios,1,Silver Lake,silver-lake,no,wikipedia,https://en.wikipedia.org/wiki/Chaotic_Moon_Studios,https://en.wikipedia.org/wiki/Chaotic_Moon_Studios
Checkmarx,1,Hellman & Friedman,hellman-friedman,no,geig_article|official_site,https://hf.com/portfolio/checkmarx/,
Cherwell Software,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Cherwell_Software,https://en.wikipedia.org/wiki/Cherwell_Software
Chi-Fou-Mi Productions,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Chi-Fou-Mi_Productions,https://en.wikipedia.org/wiki/Chi-Fou-Mi_Productions
Chicago and North Western Railway,1,Blackstone,blackstone,yes,wikipedia,https://en.wikipedia.org/wiki/Chicago_and_North_Western_Railway,https://en.wikipedia.org/wiki/Chicago_and_North_Western_Railway
China Recycling Energy Corporation,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/China_Recycling_Energy_Corporation,https://en.wikipedia.org/wiki/China_Recycling_Energy_Corporation
Choice,1,Spectrum Equity,spectrum-equity,no,official_site,,
Cielo,1,Accel-KKR,accel-kkr,no,official_site,,
CINC,1,Spectrum Equity,spectrum-equity,no,official_site,,
CINC Systems,1,Hg,hg,no,official_site,,
Cinemex,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Cinemex,https://en.wikipedia.org/wiki/Cinemex
Cineworld,1,Blackstone,blackstone,yes,wikipedia,https://en.wikipedia.org/wiki/Cineworld,https://en.wikipedia.org/wiki/Cineworld
Circana,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/circana/,
Circle Cardiovascular Imaging,1,Thoma Bravo,thoma-bravo,no,official_site,,
Circles Life,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/circles-life/,
Circles.Life,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Circles.Life,https://en.wikipedia.org/wiki/Circles.Life
Cisco Videoscape,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/Cisco_Videoscape,https://en.wikipedia.org/wiki/Cisco_Videoscape
Cision,1,Platinum Equity,platinum-equity,yes,official_site,,
Citation Group,1,Hg,hg,no,official_site,,
Citrix Systems,1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/Citrix_Systems,https://en.wikipedia.org/wiki/Citrix_Systems
City Football Group,1,Silver Lake,silver-lake,no,official_site|wikipedia,https://www.silverlake.com/portfolio/city-football-group/,https://en.wikipedia.org/wiki/City_Football_Group
CityMD,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/CityMD,https://en.wikipedia.org/wiki/CityMD
Civica (company),1,Blackstone,blackstone,yes,wikipedia,https://en.wikipedia.org/wiki/Civica_%28company%29,https://en.wikipedia.org/wiki/Civica_%28company%29
Civitas Learning,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/civitas-learning,
Clari + Salesloft,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/clari-salesloft/,
Clari/Salesloft,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/clari/,
Clarience Technologies,1,Genstar Capital,genstar-capital,yes,official_site,,
Clarion Events,1,Hg,hg,no,official_site,,
Claritev Corporation,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/claritev/,
Claroty,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/claroty/,
Clavis Insight,1,Accel-KKR,accel-kkr,no,official_site,,
Cleanaway,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Cleanaway,https://en.wikipedia.org/wiki/Cleanaway
Clevest,1,Accel-KKR,accel-kkr,no,official_site,,
ClickDimensions,1,Accel-KKR,accel-kkr,no,official_site,,
Clicksoftware,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/clicksoftware,
Climeco,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/climeco/,
Cloud 9 Software,1,Accel-KKR,accel-kkr,no,official_site,,
Cloud Software Group,1,Vista Equity Partners,vista-equity,no,official_site|wikipedia,https://www.vistaequitypartners.com/company/cloudsoftwaregroup/,https://en.wikipedia.org/wiki/Cloud_Software_Group
Cloudera,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Cloudera,https://en.wikipedia.org/wiki/Cloudera
Club Car,1,Platinum Equity,platinum-equity,yes,official_site,,
CMD Group,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/CMD_Group,https://en.wikipedia.org/wiki/CMD_Group
Coastal GasLink pipeline,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Coastal_GasLink_pipeline,https://en.wikipedia.org/wiki/Coastal_GasLink_pipeline
Coates Hire,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Coates_Hire,https://en.wikipedia.org/wiki/Coates_Hire
Cognis,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/Cognis,https://en.wikipedia.org/wiki/Cognis
Cognita,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Cognita,https://en.wikipedia.org/wiki/Cognita
Colonial First State,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Colonial_First_State,https://en.wikipedia.org/wiki/Colonial_First_State
Colonial Pipeline,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Colonial_Pipeline,https://en.wikipedia.org/wiki/Colonial_Pipeline
Colonie Center,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Colonie_Center,https://en.wikipedia.org/wiki/Colonie_Center
Command Alkon,1,Thoma Bravo,thoma-bravo,no,official_site,,
Commify,1,Hg,hg,no,official_site,,
CommScope,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/CommScope,https://en.wikipedia.org/wiki/CommScope
Community Brands,1,Genstar Capital,genstar-capital,yes,official_site,,
Community Fibre,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/community-fibre/,
CommunityOne Bank,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/CommunityOne_Bank,https://en.wikipedia.org/wiki/CommunityOne_Bank
Comply,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/comply/,
CompTIA,1,Thoma Bravo,thoma-bravo,no,official_site,,
Computer Age Management Services,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Computer_Age_Management_Services,https://en.wikipedia.org/wiki/Computer_Age_Management_Services
ComputerLand,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/ComputerLand,https://en.wikipedia.org/wiki/ComputerLand
Compuware,1,Thoma Bravo,thoma-bravo,no,official_site,,
Con-Pearl,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/con-pearl/,
Concentra,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Condeco,1,Thoma Bravo,thoma-bravo,no,official_site,,
Conexiom,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/conexiom/,
Confie Seguros,1,Genstar Capital,genstar-capital,yes,official_site,,
Conga,1,Thoma Bravo,thoma-bravo,no,official_site,,
ConnectiveRx,1,Genstar Capital,genstar-capital,yes,official_site,,
ConnectWise,1,Thoma Bravo,thoma-bravo,no,official_site,,
Consolidated Precision Products,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/consolidated-precision-products/,
Constitution Surgery Alliance,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
ConstructConnect,1,Genstar Capital,genstar-capital,yes,official_site,,
Constructionline,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Constructionline,https://en.wikipedia.org/wiki/Constructionline
Contabilizei,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/contabilizei/,
Continuity,1,Accel-KKR,accel-kkr,no,official_site,,
Continuous,1,Thoma Bravo,thoma-bravo,no,official_site,,
Continuum,1,Thoma Bravo,thoma-bravo,no,official_site,,
ContourGlobal,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/ContourGlobal,https://en.wikipedia.org/wiki/ContourGlobal
Contrast Security,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/contrast-security/,
Convenience Bee,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/convenience-bee/,
Cordis,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/cordis/,
Corel,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Corel,https://en.wikipedia.org/wiki/Corel
Cority,1,Thoma Bravo,thoma-bravo,no,official_site,,
Cornerstone,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/cornerstone/,
Cornerstone OnDemand,1,Silver Lake,silver-lake,no,wikipedia,https://en.wikipedia.org/wiki/Cornerstone_OnDemand,https://en.wikipedia.org/wiki/Cornerstone_OnDemand
Corsair,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/corsair,
Coupa,1,Thoma Bravo,thoma-bravo,no,official_site|wikipedia,https://en.wikipedia.org/wiki/Coupa,https://en.wikipedia.org/wiki/Coupa
Covermymeds,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/covermymeds,
Credit Karma,1,Silver Lake,silver-lake,no,official_site|wikipedia,https://www.silverlake.com/portfolio/credit-karma/,https://en.wikipedia.org/wiki/Credit_Karma
Critical Start,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/critical-start/,
Cross Match,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/cross-match,
Cross River Bank,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Cross_River_Bank,https://en.wikipedia.org/wiki/Cross_River_Bank
CrowdStrike,1,Warburg Pincus,warburg-pincus,yes,geig_article|wikipedia,https://en.wikipedia.org/wiki/CrowdStrike,https://en.wikipedia.org/wiki/CrowdStrike
Crown Resorts,1,Blackstone,blackstone,yes,wikipedia,https://en.wikipedia.org/wiki/Crown_Resorts,https://en.wikipedia.org/wiki/Crown_Resorts
CRS Retail Systems,1,Accel-KKR,accel-kkr,no,official_site,,
Crystal Decisions / Business Objects,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/crystal-decisions-business-objects/,
CSH,1,Hg,hg,no,official_site,,
CTAIMA,1,Hg,hg,no,official_site,,
Ctrip,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/ctrip/,
Cube Global,1,Hg,hg,no,official_site,,
Curia (company),1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Curia_%28company%29,https://en.wikipedia.org/wiki/Curia_%28company%29
Curriculum Associates,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/curriculum-associates/,
Custom Truck One Source,1,Platinum Equity,platinum-equity,yes,official_site,,
Customer.io,1,Spectrum Equity,spectrum-equity,no,geig_article|official_site,,
CXT Software,1,Accel-KKR,accel-kkr,no,official_site,,
CyberCube,1,Spectrum Equity,spectrum-equity,no,official_site,,
Cyncly,1,Genstar Capital,genstar-capital,yes,official_site,,
CYREN,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/CYREN,https://en.wikipedia.org/wiki/CYREN
CyrusOne,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/CyrusOne,https://en.wikipedia.org/wiki/CyrusOne
Czarnowski Collective,1,Platinum Equity,platinum-equity,yes,official_site,,
d&b,1,Providence Equity Partners,providence-equity,yes,official_site,,
D+H,1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/D%2BH,https://en.wikipedia.org/wiki/D%2BH
Dainese,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Dainese,https://en.wikipedia.org/wiki/Dainese
Dalet,1,Accel-KKR,accel-kkr,no,official_site,,
Darktrace,1,Thoma Bravo,thoma-bravo,no,official_site|wikipedia,https://en.wikipedia.org/wiki/Darktrace,https://en.wikipedia.org/wiki/Darktrace
Datacamp,1,Spectrum Equity,spectrum-equity,no,official_site,,
Datapipe,1,Accel-KKR,accel-kkr,no,official_site,,
Datassential,1,Spectrum Equity,spectrum-equity,no,official_site,,
Datek Online / Ameritrade,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/datek-online-ameritrade/,
Datto,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/datto/,
Datto (company),1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/Datto_%28company%29,https://en.wikipedia.org/wiki/Datto_%28company%29
Dauch Corporation,1,Blackstone,blackstone,yes,wikipedia,https://en.wikipedia.org/wiki/Dauch_Corporation,https://en.wikipedia.org/wiki/Dauch_Corporation
Daxko,1,Genstar Capital,genstar-capital,yes,official_site,,
Dayforce,1,Thoma Bravo,thoma-bravo,no,official_site|wikipedia,https://en.wikipedia.org/wiki/Dayforce,https://en.wikipedia.org/wiki/Dayforce
DCA Services,1,Platinum Equity,platinum-equity,yes,official_site,,
De Wave Group,1,Platinum Equity,platinum-equity,yes,official_site,,
Dealogic,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Dealogic,https://en.wikipedia.org/wiki/Dealogic
Debitel,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/Debitel,https://en.wikipedia.org/wiki/Debitel
Decision One,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,geig_article,,
DeepIntent,1,Vitruvian Partners,vitruvian,no,public_reports,,https://en.wikipedia.org/wiki/Vitruvian_Partners
Definitive Healthcare,1,Spectrum Equity,spectrum-equity,no,official_site,,
Del Monte Foods,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Del_Monte_Foods,https://en.wikipedia.org/wiki/Del_Monte_Foods
Delinea,1,Thoma Bravo,thoma-bravo,no,official_site,,
Dell,1,Silver Lake,silver-lake,no,wikipedia,https://en.wikipedia.org/wiki/Dell,https://en.wikipedia.org/wiki/Dell
Dell Technologies,1,Silver Lake,silver-lake,no,geig_article|official_site|wikipedia,https://www.silverlake.com/portfolio/dell-technologies/,https://en.wikipedia.org/wiki/Dell_Technologies
Delta Data,1,Accel-KKR,accel-kkr,no,official_site,,
Deltek,1,Thoma Bravo,thoma-bravo,no,official_site,,
Deluxe,1,Platinum Equity,platinum-equity,yes,official_site,,
Demag,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Demag,https://en.wikipedia.org/wiki/Demag
Dentira,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/dentira/,
Dex Media,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Dex_Media,https://en.wikipedia.org/wiki/Dex_Media
Dext,1,Hg,hg,no,official_site,,
Dextrys,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/dextrys,
Diamant Software,1,Hg,hg,no,official_site,,
Diamond Baseball Holdings,1,Silver Lake,silver-lake,no,official_site|wikipedia,https://www.silverlake.com/portfolio/diamond-baseball-holdings/,https://en.wikipedia.org/wiki/Diamond_Baseball_Holdings
Didi Chuxing,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/didi-chuxing/,
DigiCert,1,Thoma Bravo,thoma-bravo,no,official_site,,
Digital Insight,1,Thoma Bravo,thoma-bravo,no,official_site,,
Digital Marketing Institute,1,Spectrum Equity,spectrum-equity,no,official_site,,
Digitas,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/digitas-inc/,
Digiturk,1,Providence Equity Partners,providence-equity,yes,wikipedia,https://en.wikipedia.org/wiki/Digiturk,https://en.wikipedia.org/wiki/Digiturk
DinoSol,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/DinoSol,https://en.wikipedia.org/wiki/DinoSol
Discovery Education,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/discovery-education,
Dispatch,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/dispatch/,
DispatchTrack,1,Spectrum Equity,spectrum-equity,no,official_site,,
DJ China,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/dj-china/,
DNE Group,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/DNE_Group,https://en.wikipedia.org/wiki/DNE_Group
Docupace,1,Genstar Capital,genstar-capital,yes,official_site,,
Dojo,1,Vitruvian Partners,vitruvian,no,public_reports,,https://en.wikipedia.org/wiki/Vitruvian_Partners
Dollar General,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Dollar_General,https://en.wikipedia.org/wiki/Dollar_General
DoubleClick,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/doubleclick-inc/,
Dr Pepper/Seven Up,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Dr_Pepper/Seven_Up,https://en.wikipedia.org/wiki/Dr_Pepper/Seven_Up
Dr. Martens,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/Dr._Martens,https://en.wikipedia.org/wiki/Dr._Martens
Drawbridge,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/drawbridge,
Drips,1,Accel-KKR,accel-kkr,no,official_site,,
Duck Creek Technologies,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/duck-creek-technologies/,
Duett,1,Accel-KKR,accel-kkr,no,official_site,,
Dunkin' Brands,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Dunkin%27_Brands,https://en.wikipedia.org/wiki/Dunkin%27_Brands
Duravant,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/duravant/,
Dynamo,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/dynamo,
Dynatrace,1,Thoma Bravo,thoma-bravo,no,official_site,,
E&A Scheer,1,Platinum Equity,platinum-equity,yes,official_site,,
E2open,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/e2open,
EAB,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/eab/,
EAB (company),1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/EAB_%28company%29,https://en.wikipedia.org/wiki/EAB_%28company%29
EagleView Technologies,1,Vista Equity Partners,vista-equity,no,wikipedia,https://en.wikipedia.org/wiki/EagleView_Technologies,https://en.wikipedia.org/wiki/EagleView_Technologies
Ease,1,Spectrum Equity,spectrum-equity,no,official_site,,
EBay Enterprise,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/EBay_Enterprise,https://en.wikipedia.org/wiki/EBay_Enterprise
Ebco,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/ebco/,
Eclipse ERP,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Eclipse_ERP,https://en.wikipedia.org/wiki/Eclipse_ERP
ECM Industries,1,Genstar Capital,genstar-capital,yes,official_site,,
ECN Capital,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/ecn-capital/,
eConnections,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/econnections/,
Edifecs,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/edifecs,
Edline,1,Providence Equity Partners,providence-equity,yes,wikipedia,https://en.wikipedia.org/wiki/Edline,https://en.wikipedia.org/wiki/Edline
Edmentum,1,Providence Equity Partners,providence-equity,yes,wikipedia,https://en.wikipedia.org/wiki/Edmentum,https://en.wikipedia.org/wiki/Edmentum
EDreams,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/EDreams,https://en.wikipedia.org/wiki/EDreams
EDreams ODIGEO,1,Permira,permira,yes,wikipedia,https://en.wikipedia.org/wiki/EDreams_ODIGEO,https://en.wikipedia.org/wiki/EDreams_ODIGEO
Educomp Solutions,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/Educomp_Solutions,https://en.wikipedia.org/wiki/Educomp_Solutions
EF Johnson,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/ef-johnson,
Efficientip,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/efficientip,
Efreightsolutions,1,Accel-KKR,accel-kkr,no,official_site,,
Efront,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/efront,
EG Software,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/eg-software,
EG&G,1,Carlyle,carlyle,yes,wikipedia,https://en.wikipedia.org/wiki/EG%26G,https://en.wikipedia.org/wiki/EG%26G
EidosMedia,1,Hg,hg,no,official_site,,
Eka,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/eka/,
Ektron,1,Accel-KKR,accel-kkr,no,official_site,,
EL CAR Wash,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/el-car-wash/,
Electro Rent,1,Platinum Equity,platinum-equity,yes,official_site,,
Electronic Arts,1,Silver Lake,silver-lake,no,official_site|wikipedia,https://www.silverlake.com/portfolio/electronic-arts/,https://en.wikipedia.org/wiki/Electronic_Arts
Elemica,1,Thoma Bravo,thoma-bravo,no,official_site,,
Eletive,1,Accel-KKR,accel-kkr,no,official_site,,
Elite,1,Francisco Partners,francisco-partners,no,official_site,https://www.franciscopartners.com/investments/elite,
Eller Media,1,Hellman & Friedman,hellman-friedman,no,official_site,https://hf.com/portfolio/eller-media-company-inc/,
Ellie Mae,1,Thoma Bravo,thoma-bravo,no,official_site,,
Embarcadero,1,Thoma Bravo,thoma-bravo,no,official_site,,
Embassy Group,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Embassy_Group,https://en.wikipedia.org/wiki/Embassy_Group
Emerus,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Empirix,1,Thoma Bravo,thoma-bravo,no,official_site,,
Employee Navigator,1,Spectrum Equity,spectrum-equity,no,official_site,,
Empyrean,1,Spectrum Equity,spectrum-equity,no,official_site,,
Empyrean Solutions,1,Hg,hg,no,official_site,,
EnableComp,1,"Welsh, Carson, Anderson & Stowe",wcas,yes,official_site,,
Encora,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/encora/,
Endalia,1,Accel-KKR,accel-kkr,no,official_site,,
Endeavor Group Holdings,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/endeavor/,
Endurance International Group,1,Warburg Pincus,warburg-pincus,yes,wikipedia,https://en.wikipedia.org/wiki/Endurance_International_Group,https://en.wikipedia.org/wiki/Endurance_International_Group
Endurance Intl. Group,1,Accel-KKR,accel-kkr,no,official_site,,
Energy Exemplar,1,Vista Equity Partners,vista-equity,no,official_site,https://www.vistaequitypartners.com/company/energy-exemplar/,
Energy Future Holdings,1,KKR,kkr,yes,wikipedia,https://en.wikipedia.org/wiki/Energy_Future_Holdings,https://en.wikipedia.org/wiki/Energy_Future_Holdings
Engageware,1,Accel-KKR,accel-kkr,no,official_site,,
Enmark,1,Accel-KKR,accel-kkr,no,official_site,,
Ensemble Health Partners,1,Warburg Pincus,warburg-pincus,yes,official_site,https://warburgpincus.com/investments/ensemble-health-partners/,
Enterasys,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/enterasys/,
Enterasys Networks,1,Silver Lake,silver-lake,no,wikipedia,https://en.wikipedia.org/wiki/Enterasys_Networks,https://en.wikipedia.org/wiki/Enterasys_Networks
Entersekt,1,Accel-KKR,accel-kkr,no,official_site,,
Entrata,1,Silver Lake,silver-lake,no,official_site,https://www.silverlake.com/portfolio/entrata/,
