account_name,pe_firm,pe_firm_id,pe_hq_city,pe_hq_region,pe_list_role,pe_multi_sector,investment_status,description,region,strategy,website,sources,source_urls,company_url,wikipedia_url,firm_portfolio_url
Quickbase,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/Quickbase,https://www.vistaequitypartners.com/company/quick-base/,https://en.wikipedia.org/wiki/Quickbase,https://www.vistaequitypartners.com/about/companies/
RadarFirst,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/radarfirst/,,https://www.vistaequitypartners.com/about/companies/
Redwood Software,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/redwood-software/,,https://www.vistaequitypartners.com/about/companies/
Regulatory DataCorp,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/rdc/,,https://www.vistaequitypartners.com/about/companies/
Relias Learning,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/relias-learning-llc/,,https://www.vistaequitypartners.com/about/companies/
Resilinc,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/resilinc/,,https://www.vistaequitypartners.com/about/companies/
Return Path,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/return-path/,,https://www.vistaequitypartners.com/about/companies/
Reynolds & Reynolds,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/reynoldsandreynolds/,,https://www.vistaequitypartners.com/about/companies/
RiskExec,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/riskexec/,,https://www.vistaequitypartners.com/about/companies/
RollKall,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/rollkall/,,https://www.vistaequitypartners.com/about/companies/
Schoox,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/schoox/,,https://www.vistaequitypartners.com/about/companies/
SecureLink,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/securelink/,,https://www.vistaequitypartners.com/about/companies/
Securonix,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/securonix/,,https://www.vistaequitypartners.com/about/companies/
SER Solutions,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/ser/,,https://www.vistaequitypartners.com/about/companies/
SimplePractice,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/simplepractice/,,https://www.vistaequitypartners.com/about/companies/
SirsiDynix,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/SirsiDynix,https://www.vistaequitypartners.com/company/sirsidynix/,https://en.wikipedia.org/wiki/SirsiDynix,https://www.vistaequitypartners.com/about/companies/
SmartBear,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/smartbear/,,https://www.vistaequitypartners.com/about/companies/
Smartsheet,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/Smartsheet_Inc.,https://www.vistaequitypartners.com/company/smartsheet/,https://en.wikipedia.org/wiki/Smartsheet_Inc.,https://www.vistaequitypartners.com/about/companies/
Solera,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/solera/,,https://www.vistaequitypartners.com/about/companies/
Sonatype,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/sonatype/,,https://www.vistaequitypartners.com/about/companies/
SourceNet Solutions,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/sourcenet-solutions/,,https://www.vistaequitypartners.com/about/companies/
Sovos Compliance,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/sovos-compliance/,,https://www.vistaequitypartners.com/about/companies/
SRC Software,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/src-software/,,https://www.vistaequitypartners.com/about/companies/
StarRez,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/starrez/,,https://www.vistaequitypartners.com/about/companies/
Stats Perform,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/Stats_Perform,https://www.vistaequitypartners.com/company/stats-perform/,https://en.wikipedia.org/wiki/Stats_Perform,https://www.vistaequitypartners.com/about/companies/
SumTotal,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/sumtotal-systems/,,https://www.vistaequitypartners.com/about/companies/
Sunquest Information Systems,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/Sunquest_Information_Systems,https://www.vistaequitypartners.com/company/sunquest-information-systems/,https://en.wikipedia.org/wiki/Sunquest_Information_Systems,https://www.vistaequitypartners.com/about/companies/
Surgical Information Systems,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/surgical-information-systems/,,https://www.vistaequitypartners.com/about/companies/
TigerConnect,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/tigerconnect/,,https://www.vistaequitypartners.com/about/companies/
Tomia,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/tomia/,,https://www.vistaequitypartners.com/about/companies/
TransFirst,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/transfirst/,,https://www.vistaequitypartners.com/about/companies/
TRG Screen,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/trg-screen/,,https://www.vistaequitypartners.com/about/companies/
Tribute Technology,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/tribute-technology/,,https://www.vistaequitypartners.com/about/companies/
Trintech,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/trintech/,,https://www.vistaequitypartners.com/about/companies/
TripleLift,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/triplelift/,,https://www.vistaequitypartners.com/about/companies/
Tripleseat,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/tripleseat/,,https://www.vistaequitypartners.com/about/companies/
Upserve,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/upserve/,,https://www.vistaequitypartners.com/about/companies/
Upside,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/upside/,,https://www.vistaequitypartners.com/about/companies/
Vena Solutions,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/vena-solutions/,,https://www.vistaequitypartners.com/about/companies/
Ventyx,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/ventyx/,,https://www.vistaequitypartners.com/about/companies/
Vertafore,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/vertafore/,,https://www.vistaequitypartners.com/about/companies/
Vivid Seats,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/vivid-seats/,,https://www.vistaequitypartners.com/about/companies/
Websense,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/websense/,,https://www.vistaequitypartners.com/about/companies/
WorkTango,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/worktango/,,https://www.vistaequitypartners.com/about/companies/
Wrike,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/Wrike,https://www.vistaequitypartners.com/company/wrike/,https://en.wikipedia.org/wiki/Wrike,https://www.vistaequitypartners.com/about/companies/
Xactly,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/xactly/,,https://www.vistaequitypartners.com/about/companies/
Zapproved,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/zapproved/,,https://www.vistaequitypartners.com/about/companies/
Zego,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site,https://www.vistaequitypartners.com/wp-json/wp/v2/company,https://www.vistaequitypartners.com/company/zego/,,https://www.vistaequitypartners.com/about/companies/
Zywave,Vista Equity Partners,vista-equity,Austin,Texas,featured,no,current,,,,,official_site|wikipedia,https://www.vistaequitypartners.com/wp-json/wp/v2/company|https://en.wikipedia.org/wiki/Zywave,https://www.vistaequitypartners.com/company/zywave/,https://en.wikipedia.org/wiki/Zywave,https://www.vistaequitypartners.com/about/companies/
365 Retail Markets,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
A2MAC1,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Accelerate Learning,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Airties,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Alphatax,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Brandt,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
d&b,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Everway,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Hyve,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
La Centrale,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Marlink,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Mediawan,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Modern Campus,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Node4,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Outfront Media,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Populous,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Rock-It,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
SCG,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Seesaw,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site|geig_article,https://www.provequity.com/portfolio|https://growthequityinterviewguide.com/private-equity/private-equity-primer/technology-private-equity-firms,,,https://www.provequity.com/portfolio
Smartly,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Sweetwater,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
Tenstreet,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site|geig_article,https://www.provequity.com/portfolio|https://growthequityinterviewguide.com/private-equity/private-equity-primer/technology-private-equity-firms,,,https://www.provequity.com/portfolio
THE·TEAM,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
VivaGym,Providence Equity Partners,providence-equity,Providence,Boston area,featured,yes,current,,,,,official_site,https://www.provequity.com/portfolio,,,https://www.provequity.com/portfolio
ABS,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Acuity Analytics,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Adevinta,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Allegro Group,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
AllTrails,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
AltamarCAM,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Alter Domus,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Althea,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Ancestry,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Arcaplanet,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Atrium,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Axiom,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
BESTSECRET,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
BFY Brands,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
BioCatch,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Boats Group,Permira,permira,London,London,featured,yes,current,,,,,official_site|wikipedia,https://www.permira.com/portfolio/our-portfolio|https://en.wikipedia.org/wiki/Boats_Group,https://en.wikipedia.org/wiki/Boats_Group,https://en.wikipedia.org/wiki/Boats_Group,https://www.permira.com/portfolio/our-portfolio
CABB,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Cambrex,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Carta,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Catawiki,Permira,permira,London,London,featured,yes,current,,,,,official_site,https://www.permira.com/portfolio/our-portfolio,,,https://www.permira.com/portfolio/our-portfolio
Anuvu,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Arrow International,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
ASP Global,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Awaze,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Biscuit International,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
BlueCrest,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Cabinetworks,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Calderys,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
CBX Solutions,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Centerfield,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Cision,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Club Car,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Custom Truck One Source,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Czarnowski Collective,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
DCA Services,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
De Wave Group,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Deluxe,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
E&A Scheer,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Electro Rent,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
Fantini Group,Platinum Equity,platinum-equity,Beverly Hills,Los Angeles,featured,yes,current,,,,,official_site,https://www.platinumequity.com/our-companies/,,,https://www.platinumequity.com/our-companies/
